customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03834,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1224.77,No
CUST-03835,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.6,1005.2,Yes
CUST-03836,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.51,4695.04,No
CUST-03837,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.49,1214.77,No
CUST-03838,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39.95,763.74,No
CUST-03839,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.19,5319.24,Yes
CUST-03840,Female,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,482.3,No
CUST-03841,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.84,5609.57,No
CUST-03842,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.83,3361.96,No
CUST-03843,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,69.07,4048.65,No
CUST-03844,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.16,3846.53,No
CUST-03845,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.44,1464.15,No
CUST-03846,Female,1,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.61,3909.78,Yes
CUST-03847,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.16,1375.17,No
CUST-03848,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.1,114.35,Yes
CUST-03849,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.31,2587.1,Yes
CUST-03850,Female,0,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.63,1651.76,No
CUST-03851,Male,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.24,149.16,No
CUST-03852,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.24,4141.15,No
CUST-03853,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.32,1219.24,Yes
CUST-03854,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.64,4807.44,No
CUST-03855,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.42,2967.57,No
CUST-03856,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.48,3608.19,No
CUST-03857,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.25,2347.16,No
CUST-03858,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,90.89,4478.7,No
CUST-03859,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.37,6825.27,No
CUST-03860,Female,0,No,Yes,18,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.75,1102.17,No
CUST-03861,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.18,2254.22,No
CUST-03862,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),86.23,617.93,No
CUST-03863,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.68,1308.01,No
CUST-03864,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.47,876.06,No
CUST-03865,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.04,3870.69,No
CUST-03866,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,385.11,No
CUST-03867,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.64,171.66,Yes
CUST-03868,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.07,2884.58,Yes
CUST-03869,Female,0,No,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,83.85,5189.7,No
CUST-03870,Male,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.61,442.38,Yes
CUST-03871,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),79.4,4371.19,No
CUST-03872,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.24,843.18,No
CUST-03873,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.26,3889.1,Yes
CUST-03874,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.51,563.94,Yes
CUST-03875,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.94,3552.7,No
CUST-03876,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.59,1149.69,No
CUST-03877,Male,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,94.08,1436.25,No
CUST-03878,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.17,579.35,No
CUST-03879,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,94.88,1448.15,No
CUST-03880,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.46,5447.6,Yes
CUST-03881,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.39,181.77,Yes
CUST-03882,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,62.16,4054.36,Yes
CUST-03883,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.96,241.43,No
CUST-03884,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,54.55,3457.13,No
CUST-03885,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.08,1950.89,No
CUST-03886,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,91.31,6115.99,Yes
CUST-03887,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.49,2334.69,No
CUST-03888,Male,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.8,2951.62,No
CUST-03889,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.69,797.97,Yes
CUST-03890,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.9,2688.24,No
CUST-03891,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.39,3514.33,No
CUST-03892,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.54,4040.51,No
CUST-03893,Male,0,Yes,No,19,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,67.1,1292.56,No
CUST-03894,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,91.36,563.22,Yes
CUST-03895,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.23,1510.39,No
CUST-03896,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),81.6,1366.86,No
CUST-03897,Male,0,No,No,69,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.14,4950.85,No
CUST-03898,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),63.03,609.18,No
CUST-03899,Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.87,6401.8,No
CUST-03900,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,164.11,No
CUST-03901,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.69,3895.75,Yes
CUST-03902,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.83,1967.87,No
CUST-03903,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,92.8,277.67,No
CUST-03904,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),97.67,4292.0,No
CUST-03905,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.61,1098.99,No
CUST-03906,Female,1,No,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,63.77,3906.57,Yes
CUST-03907,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,80.25,1059.29,Yes
CUST-03908,Male,0,No,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.9,2458.35,Yes
CUST-03909,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.56,3132.77,No
CUST-03910,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,55.59,1781.79,No
CUST-03911,Female,0,Yes,No,65,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.99,3582.63,No
CUST-03912,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.65,1926.53,No
CUST-03913,Female,1,No,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.95,1979.47,No
CUST-03914,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.38,2082.72,Yes
CUST-03915,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,72.24,4869.86,No
CUST-03916,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.01,4057.02,No
CUST-03917,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.19,5240.84,No
CUST-03918,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.74,95.78,No
CUST-03919,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.29,1790.88,No
CUST-03920,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.84,30.14,Yes
CUST-03921,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.19,484.16,No
CUST-03922,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.89,5798.71,No
CUST-03923,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.24,3687.35,Yes
CUST-03924,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),78.64,543.71,Yes
CUST-03925,Female,0,No,Yes,33,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,55.45,1825.46,No
CUST-03926,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,78.49,1564.02,No
CUST-03927,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.03,402.5,No
CUST-03928,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.26,2541.32,No
CUST-03929,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.03,491.12,Yes
CUST-03930,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.58,4187.85,No
CUST-03931,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.92,1311.99,No
CUST-03932,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,78.98,2373.48,No
CUST-03933,Female,1,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,88.73,1475.74,Yes
CUST-03934,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.53,836.64,No
CUST-03935,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.24,6877.16,No
CUST-03936,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,73.06,799.68,No
CUST-03937,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.61,3800.71,No
CUST-03938,Female,1,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,51.28,318.01,No
CUST-03939,Female,0,No,No,21,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.75,2046.26,No
CUST-03940,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,87.94,2771.56,No
CUST-03941,Male,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.45,2312.26,No
CUST-03942,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,66.16,853.78,No
CUST-03943,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.06,4305.72,Yes
CUST-03944,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,75.12,3708.8,Yes
CUST-03945,Female,0,Yes,No,31,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,58.1,1765.96,No
CUST-03946,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.79,1612.64,Yes
CUST-03947,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),88.76,472.58,No
CUST-03948,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.02,1010.4,No
CUST-03949,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.17,319.72,No
CUST-03950,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.33,1619.6,Yes
CUST-03951,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.15,4446.72,Yes
CUST-03952,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.55,3038.74,Yes
CUST-03953,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,50.4,2509.64,No
CUST-03954,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.57,1656.53,Yes
CUST-03955,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.85,1843.35,No
CUST-03956,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.11,0.0,No
CUST-03957,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,96.96,1646.2,Yes
CUST-03958,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.02,3575.66,No
CUST-03959,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.05,3092.57,Yes
CUST-03960,Female,0,No,Yes,46,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.08,2840.09,No
CUST-03961,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.34,4835.69,No
CUST-03962,Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,82.01,5550.5,No
CUST-03963,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.91,137.2,No
CUST-03964,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),90.12,3802.08,No
CUST-03965,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1295.48,No
CUST-03966,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.16,943.62,No
CUST-03967,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),88.12,5451.59,No
CUST-03968,Female,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,733.47,No
CUST-03969,Female,1,No,Yes,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),70.16,1621.41,No
CUST-03970,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1020.26,No
CUST-03971,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.88,1323.77,No
CUST-03972,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.72,961.33,No
CUST-03973,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),64.1,3134.2,No
CUST-03974,Male,0,Yes,No,68,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.21,4403.96,No
CUST-03975,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.62,3801.01,Yes
CUST-03976,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,705.06,No
CUST-03977,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.13,649.44,Yes
CUST-03978,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.65,1530.95,No
CUST-03979,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,61.99,4092.27,No
CUST-03980,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.94,5296.11,Yes
CUST-03981,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),90.0,2886.25,No
CUST-03982,Female,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.58,1825.75,Yes
CUST-03983,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.41,4295.24,No
CUST-03984,Female,1,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.34,6798.41,No
CUST-03985,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.22,1983.35,Yes
CUST-03986,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,83.12,4917.65,No
CUST-03987,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,58.85,1293.05,No
CUST-03988,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,64.92,3903.11,Yes
CUST-03989,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.09,1518.75,No
CUST-03990,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,83.95,4023.28,No
CUST-03991,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,60.07,2172.18,No
CUST-03992,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.67,1773.54,No
CUST-03993,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.41,287.93,No
CUST-03994,Female,1,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,58.68,207.4,No
CUST-03995,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.35,5052.17,Yes
CUST-03996,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.49,3019.87,No
CUST-03997,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.67,372.03,No
CUST-03998,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.95,3950.43,Yes
CUST-03999,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.85,1382.45,No
CUST-04000,Male,1,No,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,76.99,3620.23,No
CUST-04001,Female,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.71,1504.88,No
CUST-04002,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.1,660.3,Yes
CUST-04003,Male,1,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.68,315.19,Yes
CUST-04004,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,892.19,No
CUST-04005,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.75,1057.41,No
CUST-04006,Male,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,900.94,No
